token_multiset_key,raw_label_count,token_sequence_count,combined_runner_rows,first_date,last_date,candidate_structure,has_same_race_variant_evidence,evidence_status,identity_relationship,decision_basis,confidence,mapping_method,database_action
carthy | j | john | obrien | patrick,2,2,48,2024-01-28,2026-05-10,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
cash | d | is | j | king | llc | llc | stable,2,2,16,2017-12-02,2024-12-14,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
cash | is | jim | king | llc | reichenberg,2,2,3,2018-02-17,2019-02-16,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
cash | is | king | lc | llc | llc | racing,2,2,56,2017-03-04,2025-07-20,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
casino | forge,2,2,13,2025-01-18,2026-03-15,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
castanheira | d | dahan | s | t | taieb,2,2,9,2019-03-14,2019-06-27,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
castanheira | ecurie | hannah | mme | stephanie,2,2,6,2024-04-12,2024-08-10,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
catherine | gentile | joseph | leoni | mme,2,2,3,2025-11-25,2026-01-05,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
catherine | gittins | kinane | m | mrs | mrs,2,2,13,2017-10-20,2020-09-27,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
cavallino | llc | racing | team | thoroughbreds | usa,2,2,3,2019-12-12,2020-04-18,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
cavanagh | d | j | nelson | odonohoe | s,2,2,30,2016-05-18,2019-04-25,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
cazaux | dayot | j | ortet | p | s,2,2,16,2018-03-04,2021-12-24,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
chad | littlefield | ranch | rockingham,2,2,3,2015-08-09,2017-05-06,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
chadwick | cham | chan | chan | hung | kwan | leung | mok | wai | wing,2,2,12,2016-12-14,2026-05-06,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
chak | eddie | hing | leung | ming | sau | wong | wong,2,2,52,2018-12-09,2026-05-17,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
chan | chan | chan | cyrus | ian | kit | nam | nam | sing | wai | yau,2,2,9,2017-12-27,2022-12-11,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
chan | ellen | michael | yuen,2,2,16,2022-02-03,2026-05-20,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
chan | ip | tak | wa | wai | yuen,2,2,32,2022-11-06,2026-05-24,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
chan | ka | leung | stanley,2,2,81,2016-12-27,2026-05-21,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
chan | kwan | tung | wah,2,2,35,2016-11-20,2019-12-26,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
chapman | eric | no | sorries | wait | yes,2,2,4,2016-04-30,2016-11-13,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
chapman | james | k | llc | s | tsujimoto,2,2,2,2022-07-16,2024-08-10,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
chapman | james | k | stuart | tsujimoto,2,2,26,2017-12-26,2023-08-26,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
chapple | club | essex | hyam | jane | racing,2,2,36,2015-03-26,2020-03-06,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
charles | claude | cohen | datchi | equotair | jean,2,2,15,2018-11-09,2026-04-23,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
charles | ocallaghan | paul,2,2,7,2020-08-15,2025-10-31,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
charlie | fry | house | osborne | phil | walker,2,2,24,2017-11-11,2021-05-03,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
charlie | fry | phil | walker,2,2,28,2018-01-09,2023-05-17,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
chc | farm | inc | llc | winstar,2,2,37,2020-12-26,2025-08-23,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
chelsea | new | valmont,2,2,6,2025-11-20,2026-05-25,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
chen | chen | irene | johnson,2,2,60,2017-01-08,2024-11-03,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
cheng | cheng | chuah | gan | gan | gary | gavin | hooi,2,2,34,2022-04-16,2025-12-17,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
cheng | kong | ting,2,2,3,2015-10-18,2023-09-10,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
cheung | cheung | cho | jason | ka | shing | yee,2,2,40,2024-03-16,2026-05-03,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
cheung | ho | kwok | ping | sang | yin,2,2,19,2018-06-03,2026-01-18,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
chi | ching | ho | keung | kui | li | poon | poon | thomas | wing,2,2,42,2021-02-06,2026-05-24,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
chi | gregory | ho | ho | jessica | lee | man | yi,2,2,20,2023-11-26,2026-05-24,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
chi | ho | keung | poon | poon | thomas | wing,2,2,69,2017-10-11,2026-05-13,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
chi | kin | larry | yung,2,2,211,2016-02-21,2026-05-17,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
chimneys | farm | l | llc | thoroughbreds | three | walking,2,2,14,2020-08-15,2023-10-14,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
china | club | horse | limited | qatar | racing,2,2,4,2015-03-28,2017-04-26,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
ching | chung | chung | kai | kenneth | kin | lam | pak | rudolf | tam | yiu,2,2,43,2019-11-03,2024-11-20,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
chittick | chittick | g | j | j | m,2,2,23,2017-11-09,2023-10-14,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
chittick | g | g | j | moody | p,2,2,3,2015-11-14,2017-02-25,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
chiu | gary | kay | ling | ling | shing | wai,2,2,39,2017-04-17,2025-12-07,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
chris | colm | donlon | giles,2,2,14,2015-01-17,2017-03-04,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
